"drug_name","drugid","ind_name","ind_id","NCT","status","phase","DetailedStatus"
NA,"DB00121","Atrial Fibrillation","C0004238","NCT00580216","Terminated","Phase 3","early discontinuation based on strategic sponsor decision not driven by any safety concern"
"rituximab","DB00073","Lymphoma, Non-Hodgkin","C0024305","NCT00582166","Terminated","Phase 2","See 'Limitations and Caveats' section"
"imatinib","DB00619","Pulmonary Hypertension","C0020542","NCT00583115","Terminated","Phase 2","Unable to enroll subjects"
"quetiapine","DB01224","Anorexia Nervosa","C0003125","NCT00584688","Terminated","Phase 2","Lack of Enrollment"
"celecoxib","DB00482","Pain","C0030193","NCT00585156","Terminated","Early Phase 1","New clinical finding with Celebrex and cardiac concerns."
"colecalciferol","DB00169","Vitamin D Deficiency","C0042870","NCT00585442","Terminated","Early Phase 1","Lack of quality data"
NA,"DB00136","Vitamin D Deficiency","C0042870","NCT00585442","Terminated","Early Phase 1","Lack of quality data"
"clenbuterol","DB01407","Heart failure","C0018801","NCT00585546","Terminated","Phase 1","No longer could obtain clenbuterol"
"verapamil","DB00661","Atrial Fibrillation","C0004238","NCT00589303","Terminated","Phase 3","Lack of funding"
"verapamil","DB00661","Heart failure","C0018801","NCT00589303","Terminated","Phase 3","Lack of funding"
"arsenic trioxide","DB01169","Multiple Myeloma","C0026764","NCT00590603","Terminated","Phase 1","Poor accrual - terminated during Phase I; Phase II never started."
NA,"DB00188","Multiple Myeloma","C0026764","NCT00590603","Terminated","Phase 1","Poor accrual - terminated during Phase I; Phase II never started."
NA,"DB00126","Multiple Myeloma","C0026764","NCT00590603","Terminated","Phase 1","Poor accrual - terminated during Phase I; Phase II never started."
NA,"DB14482","Multiple Myeloma","C0026764","NCT00590603","Terminated","Phase 1","Poor accrual - terminated during Phase I; Phase II never started."
NA,"DB14483","Multiple Myeloma","C0026764","NCT00590603","Terminated","Phase 1","Poor accrual - terminated during Phase I; Phase II never started."
"thiotepa","DB04572","Acute lymphoblastic leukemia - category","C1531702","NCT00593554","Terminated","Phase 2","Slow accrual"
"thiotepa","DB04572","Myeloid Leukemia, Chronic","C0023473","NCT00593554","Terminated","Phase 2","Slow accrual"
"esomeprazole","DB00736","Gastric ulcer","C0038358","NCT00594854","Terminated","Phase 3","POZEN agreed with FDA to stop study due to low and inadequate enrollment"
NA,"DB00338","Gastric ulcer","C0038358","NCT00594854","Terminated","Phase 3","POZEN agreed with FDA to stop study due to low and inadequate enrollment"
NA,"DB00929","Gastric ulcer","C0038358","NCT00594854","Terminated","Phase 3","POZEN agreed with FDA to stop study due to low and inadequate enrollment"
NA,"DB00788","Gastric ulcer","C0038358","NCT00594854","Terminated","Phase 3","POZEN agreed with FDA to stop study due to low and inadequate enrollment"
NA,"DB00586","Gastric ulcer","C0038358","NCT00594854","Terminated","Phase 3","POZEN agreed with FDA to stop study due to low and inadequate enrollment"
"alprostadil","DB00770","Pulmonary Hypertension","C0020542","NCT00598429","Withdrawn","Phase 2","Withdrawn due to lack of recruitment"
"fosphenytoin","DB00252","Epilepsy","C0014544","NCT00598923","Terminated","Early Phase 1","End of funding and low enrollment"
NA,"DB00273","Epilepsy","C0014544","NCT00598923","Terminated","Early Phase 1","End of funding and low enrollment"
"deferasirox","DB01609","Iron Overload","C0282193","NCT00602446","Terminated","Phase 2","Due to slow accrual of patients"
"deferasirox","DB01609","Neuroblastoma","C0027819","NCT00602446","Terminated","Phase 2","Due to slow accrual of patients"
"donepezil","DB00843","Alzheimer's Disease","C0002395","NCT00602680","Terminated","Phase 2","Insufficient expected benefit risk"
"pioglitazone","DB01132","Asthma","C0004096","NCT00604578","Withdrawn","Phase 2",NA
"allopurinol","DB00437","Hyperuricemia","C0740394","NCT00607152","Terminated","Phase 3","the patient enrollment is too difficult"
"reboxetine","DB00234","Fibromyalgia","C0016053","NCT00607256","Terminated","Phase 3",NA
"dexmedetomidine","DB00633","Parkinson Disease","C0030567","NCT00608231","Withdrawn","Phase 2/Phase 3","Intraoperative recording could not be maintained for required period"
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT00609817","Terminated","Phase 1","Lack of funding"
NA,"DB01234","Multiple Myeloma","C0026764","NCT00609817","Terminated","Phase 1","Lack of funding"
"alprostadil","DB00770","Heart failure","C0018801","NCT00610051","Suspended","Phase 3","DD issue"
"temozolomide","DB00853","Glioblastoma Multiforme","C1621958","NCT00615186","Terminated","Phase 3","Due to delay in site initiation and funding considerations"
"busulfan","DB01008","Multiple Myeloma","C0026764","NCT00615589","Terminated","Phase 2","Low accrual"
"iloprost","DB01088","Scleroderma","C0011644","NCT00622687","Terminated","Phase 2","sufficient number to reach the primary endpoint and as planned"
"etoposide","DB00773","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
NA,"DB01181","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
NA,"DB01042","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
NA,"DB04572","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
NA,"DB01008","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
NA,"DB13144","Retinoblastoma","C0035335","NCT00623077","Terminated","Phase 1","Replaced by another study"
"teriparatide","DB06285","Hypocalcemia","C0020598","NCT00623974","Terminated","Phase 2","Terminated due to slow accrual."
NA,"DB00136","Hypocalcemia","C0020598","NCT00623974","Terminated","Phase 2","Terminated due to slow accrual."
NA,"DB05829","Hypocalcemia","C0020598","NCT00623974","Terminated","Phase 2","Terminated due to slow accrual."
"teriparatide","DB06285","Osteoporosis","C0029456","NCT00624481","Withdrawn","Phase 2",NA
"alemtuzumab","DB00087","Multiple Myeloma","C0026764","NCT00626626","Terminated","Phase 1/Phase 2","Investigator decision"
NA,"DB00631","Multiple Myeloma","C0026764","NCT00626626","Terminated","Phase 1/Phase 2","Investigator decision"
NA,"DB00531","Multiple Myeloma","C0026764","NCT00626626","Terminated","Phase 1/Phase 2","Investigator decision"
"salbutamol","DB01001","Asthma","C0004096","NCT00634517","Terminated","Phase 3","IND voluntarily withdrawn, without prejudice"
"salbutamol","DB01001","Asthma","C0004096","NCT00634829","Terminated","Phase 3","IND voluntarily withdrawn, without prejudice"
"salbutamol","DB01001","Bronchospasm","C0006266","NCT00634829","Terminated","Phase 3","IND voluntarily withdrawn, without prejudice"
"salbutamol","DB01001","Asthma","C0004096","NCT00635505","Terminated","Phase 3","IND voluntarily withdrawn, without prejudice"
"mifepristone","DB00834","Severe major depression with psychotic features","C0270458","NCT00637494","Terminated","Phase 3","DRC recommended stopping study as it had missed its primary endpoint"
"memantine","DB01043","Multiple Sclerosis","C0026769","NCT00638833","Terminated","Phase 2","Unexpected side-effects: reversible and mild to moderate neurological impairment"
"melatonin","DB01065","Acute myocardial infarction","C0155626","NCT00640094","Terminated","Phase 2",NA
"octreotide","DB00104","Acromegaly","C0001206","NCT00642421","Terminated","Phase 3","Commercial reasons"
"insulin human","DB00030","Asthma","C0004096","NCT00642616","Terminated","Phase 3","Terminated upon recommendation of the Data Safety Monitoring Board (DSMB)"
"citalopram","DB00215","Major Depressive Disorder","C1269683","NCT00642694","Terminated","Phase 3","Enrollment discontinued based on mutually agreed upon decision by PI and funding sponsor"
NA,"DB08997","Major Depressive Disorder","C1269683","NCT00642694","Terminated","Phase 3","Enrollment discontinued based on mutually agreed upon decision by PI and funding sponsor"
"citalopram","DB00215","Sleeplessness","C0917801","NCT00642694","Terminated","Phase 3","Enrollment discontinued based on mutually agreed upon decision by PI and funding sponsor"
NA,"DB08997","Sleeplessness","C0917801","NCT00642694","Terminated","Phase 3","Enrollment discontinued based on mutually agreed upon decision by PI and funding sponsor"
"risperidone","DB00734","Schizophrenia","C0036341","NCT00645515","Terminated","Phase 3","This study was terminated on November 20, 2003 because of poor recruitment. This study was not
    terminated due to safety/efficacy."
"eplerenone","DB00700","Atrial Fibrillation","C0004238","NCT00647192","Terminated","Phase 2","Inclusion rate too low. Recruitment of further study centers too costly."
"lamivudine","DB00709","Diarrhea","C0011991","NCT00650637","Terminated","Phase 3","The study was prematurely discontinued due to administrative reasons on August 18, 2003. There
    were no safety concerns that led to the decision to terminate."
NA,"DB00836","Diarrhea","C0011991","NCT00650637","Terminated","Phase 3","The study was prematurely discontinued due to administrative reasons on August 18, 2003. There
    were no safety concerns that led to the decision to terminate."
NA,"DB00220","Diarrhea","C0011991","NCT00650637","Terminated","Phase 3","The study was prematurely discontinued due to administrative reasons on August 18, 2003. There
    were no safety concerns that led to the decision to terminate."
NA,"DB00495","Diarrhea","C0011991","NCT00650637","Terminated","Phase 3","The study was prematurely discontinued due to administrative reasons on August 18, 2003. There
    were no safety concerns that led to the decision to terminate."
NA,"DB06724","Diarrhea","C0011991","NCT00650637","Terminated","Phase 3","The study was prematurely discontinued due to administrative reasons on August 18, 2003. There
    were no safety concerns that led to the decision to terminate."
"carboplatin","DB00958","Glioblastoma Multiforme","C1621958","NCT00650949","Terminated","Phase 1/Phase 2","Strategic"
"ezetimibe","DB00973","Hypercholesterolemia","C0020443","NCT00651391","Terminated","Phase 3","Slow enrollment"
NA,"DB00641","Hypercholesterolemia","C0020443","NCT00651391","Terminated","Phase 3","Slow enrollment"
"ezetimibe","DB00973","Atherosclerosis","C0004153","NCT00651391","Terminated","Phase 3","Slow enrollment"
NA,"DB00641","Atherosclerosis","C0004153","NCT00651391","Terminated","Phase 3","Slow enrollment"
"insulin glargine","DB00047","Obesity","C0028754","NCT00656422","Terminated","Phase 3",NA
NA,"DB01307","Obesity","C0028754","NCT00656422","Terminated","Phase 3",NA
NA,"DB00030","Obesity","C0028754","NCT00656422","Terminated","Phase 3",NA
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT00657553","Terminated","Phase 3","Due to poor accrual"
"paromomycin","DB01421","Leishmaniasis, Cutaneous","C0023283","NCT00657917","Terminated","Phase 2","No subjects were enrolled since the first subject completed the study 08Jun2007"
"paroxetine","DB00715","Generalized Anxiety Disorder","C0270549","NCT00658008","Terminated","Phase 3","Please see Detailed Description for termination reason."
"paroxetine","DB00715","Generalized Anxiety Disorder","C0270549","NCT00658372","Terminated","Phase 3","Please see Detailed Description for termination reason."
"quetiapine","DB01224","Schizophrenia","C0036341","NCT00658645","Terminated","Phase 3","Interim analysis showed inadequate efficacy of bifeprunox"
"paroxetine","DB00715","Generalized Anxiety Disorder","C0270549","NCT00658762","Terminated","Phase 3","Please see Detailed Description for termination reason."
"ribavirin","DB00811","Hepatitis C, Chronic","C0524910","NCT00662220","Terminated","Phase 3","Due to the arrival of DAAs replacing standard of care for genotype 1 patients the VIRID study
    had to be terminated."
"paclitaxel","DB01229","Non-Small Cell Lung Carcinoma","C0007131","NCT00662597","Terminated","Phase 3",NA
NA,"DB00958","Non-Small Cell Lung Carcinoma","C0007131","NCT00662597","Terminated","Phase 3",NA
"atorvastatin","DB01076","Hyperlipidemia","C0020473","NCT00663234","Terminated","Phase 1/Phase 2","The study was prematurely discontinued due to administrative reasons."
"esomeprazole","DB01060","Parkinson Disease","C0030567","NCT00664209","Terminated","Phase 3","Prevalence of H Pylori in the study population was much lower than anticipated"
NA,"DB00338","Parkinson Disease","C0030567","NCT00664209","Terminated","Phase 3","Prevalence of H Pylori in the study population was much lower than anticipated"
"nicotinamide","DB02701","Dyslipidemias","C0242339","NCT00664287","Withdrawn","Phase 3",NA
NA,"DB00627","Dyslipidemias","C0242339","NCT00664287","Withdrawn","Phase 3",NA
"ezetimibe","DB00973","Hypercholesterolemia","C0020443","NCT00664469","Terminated","Phase 3","Poor enrollment"
NA,"DB01098","Hypercholesterolemia","C0020443","NCT00664469","Terminated","Phase 3","Poor enrollment"
NA,"DB00641","Hypercholesterolemia","C0020443","NCT00664469","Terminated","Phase 3","Poor enrollment"
NA,"DB01076","Hypercholesterolemia","C0020443","NCT00664469","Terminated","Phase 3","Poor enrollment"
"dimethyl sulfoxide","DB01093","Urinary Incontinence","C0042024","NCT00667095","Terminated","Phase 3","Study terminated early due to PI's extended medical leave."
"bevacizumab","DB00112","Myelofibrosis","C0026987","NCT00667277","Terminated","Phase 2","lack of response activity in the setting of an unacceptable toxicity profile"
"esomeprazole","DB00338","Coughing","C0010200","NCT00668317","Terminated","Phase 3","Primary care physicians began prescribing antacid therapy for chronic cough"
NA,"DB00863","Coughing","C0010200","NCT00668317","Terminated","Phase 3","Primary care physicians began prescribing antacid therapy for chronic cough"
"busulfan","DB01008","Mucopolysaccharidosis VI","C0026709","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00087","Mucopolysaccharidosis VI","C0026709","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00531","Mucopolysaccharidosis VI","C0026709","NCT00668564","Terminated","Phase 2","Replaced by another study"
"busulfan","DB01008","Wolman Disease","C0043208","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00087","Wolman Disease","C0043208","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00531","Wolman Disease","C0043208","NCT00668564","Terminated","Phase 2","Replaced by another study"
"busulfan","DB01008","Niemann-Pick Disease, Type C","C0220756","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00087","Niemann-Pick Disease, Type C","C0220756","NCT00668564","Terminated","Phase 2","Replaced by another study"
NA,"DB00531","Niemann-Pick Disease, Type C","C0220756","NCT00668564","Terminated","Phase 2","Replaced by another study"
"atorvastatin","DB01076","Sleep Apnea, Obstructive","C0520679","NCT00669695","Terminated","Phase 2","Interim analysis performed without efficient results"
"vidarabine","DB00194","Neuroblastoma","C0027819","NCT00670410","Terminated","Phase 1","Poor accrual"
NA,"DB01008","Neuroblastoma","C0027819","NCT00670410","Terminated","Phase 1","Poor accrual"
"donepezil","DB00843","Alzheimer's Disease","C0002395","NCT00672945","Terminated","Phase 2",NA
"methotrexate","DB00563","Rheumatoid Arthritis","C0003873","NCT00673920","Terminated","Phase 3","Based on analysis of results and consideration of available treatments, the overall benefit to
    risk profile of ocrelizumab was not favorable in RA."
"natalizumab","DB00108","Multiple Myeloma","C0026764","NCT00675428","Terminated","Phase 1/Phase 2","Sponsor decision due to low enrollment and not safety concerns."
"ranibizumab","DB01270","Macular edema due to diabetes mellitus","C0730285","NCT00676559","Withdrawn","Phase 1","Unrelated serious adverse events involving one of the proposed medications"
"rimonabant","DB06155","Obesity","C0028754","NCT00678483","Terminated","Phase 3","Company decision taken in light of demands by certain national health authorities"
"olmesartan medoxomil","DB00275","Chronic heart failure","C0264716","NCT00679484","Terminated","Phase 3","Lack of subject recruitment"
"galantamine","DB00674","Alzheimer's Disease","C0002395","NCT00679627","Terminated","Phase 3","Due to a pre-specified imbalance of deaths between treatment groups, the DSMB recommended early
    termination of the trial"
"tenecteplase","DB00031","Pulmonary Embolism","C0034065","NCT00680628","Terminated","Phase 3","PI changed institution and impossible to solve problem with contract's sites"
"melphalan","DB01042","Multiple Myeloma","C0026764","NCT00681044","Terminated","Phase 2","Poor accrual"
NA,"DB13144","Multiple Myeloma","C0026764","NCT00681044","Terminated","Phase 2","Poor accrual"
"meglumine antimonate","DB13732","Leishmaniasis, Cutaneous","C0023283","NCT00682656","Terminated","Phase 2/Phase 3","Efficacy issues on test arm"
NA,"DB00207","Leishmaniasis, Cutaneous","C0023283","NCT00682656","Terminated","Phase 2/Phase 3","Efficacy issues on test arm"
"dronabinol","DB00470","Multiple Sclerosis","C0026769","NCT00682929","Terminated","Phase 1/Phase 2","Unable to complete subject recruitment"
"lenalidomide","DB00480","Pain","C0030193","NCT00684242","Terminated","Phase 2","Low accrual."
"vidarabine","DB00194","Lupus Erythematosus, Systemic","C0024141","NCT00684255","Terminated","Phase 1","inactive"
NA,"DB01008","Lupus Erythematosus, Systemic","C0024141","NCT00684255","Terminated","Phase 1","inactive"
NA,"DB00087","Lupus Erythematosus, Systemic","C0024141","NCT00684255","Terminated","Phase 1","inactive"
"vidarabine","DB00194","Scleroderma","C0011644","NCT00684255","Terminated","Phase 1","inactive"
NA,"DB01008","Scleroderma","C0011644","NCT00684255","Terminated","Phase 1","inactive"
NA,"DB00087","Scleroderma","C0011644","NCT00684255","Terminated","Phase 1","inactive"
"bevacizumab","DB00112","Renal Cell Carcinoma","C0007134","NCT00684996","Terminated","Phase 1/Phase 2",NA
"pramipexole","DB00413","Fibromyalgia","C0016053","NCT00689052","Terminated","Phase 2",NA
"pioglitazone","DB01132","Amyotrophic Lateral Sclerosis","C0002736","NCT00690118","Terminated","Phase 2","The interim analysis showed no tendency in favour of the verum group. Therefore it was decided
    to stop the study prematurely."
"adalimumab","DB00051","Pyoderma Gangrenosum","C0085652","NCT00690846","Withdrawn","Phase 2","Dr. Jorizzo has withdrawn from this study due to time it is taking to start"
"adalimumab","DB00051","Sarcoidosis","C0036202","NCT00690911","Withdrawn","Phase 2","Dr. Jorizzo has decided to withdraw from this study due to the time it is taking to get the
    study started."
"zonisamide","DB00909","Epilepsy","C0014544","NCT00692003","Terminated","Phase 3","Sponsor's decision"
"donepezil","DB00843","Alzheimer's Disease","C0002395","NCT00693004","Terminated","Phase 2",NA
"zonisamide","DB00909","Epilepsy","C0014544","NCT00693017","Terminated","Phase 3","Sponsor's decision"
"cetuximab","DB00002","Non-Small Cell Lung Carcinoma","C0007131","NCT00694603","Terminated","Phase 2","Slow accrual"
"cisplatin","DB00515","Carcinoma, Transitional Cell","C0007138","NCT00696007","Withdrawn","Phase 2","Study was unable to recruit subjects meeting the study requirements."
"dronedarone","DB04855","Congestive heart failure","C0018802","NCT00696631","Terminated","Phase 3","Terminated as the active treatment was associated with an increased hazard"
"pregabalin","DB00230","Fibromyalgia","C0016053","NCT00696787","Terminated","Phase 2",NA
NA,"DB06700","Fibromyalgia","C0016053","NCT00696787","Terminated","Phase 2",NA
"budesonide","DB01222","Asthma","C0004096","NCT00697697","Terminated","Phase 3","Corporate decision"
"vidarabine","DB00194","Neuroblastoma","C0027819","NCT00698009","Terminated","Phase 2","Slow accrual."
NA,"DB00531","Neuroblastoma","C0027819","NCT00698009","Terminated","Phase 2","Slow accrual."
"pentostatin","DB00552","Hodgkin Disease","C0019829","NCT00698685","Terminated","Phase 2","Pentostatin/alemtuzumab regimen had greater risk of graft failure."
NA,"DB00087","Hodgkin Disease","C0019829","NCT00698685","Terminated","Phase 2","Pentostatin/alemtuzumab regimen had greater risk of graft failure."
"pentostatin","DB00552","Multiple Myeloma","C0026764","NCT00698685","Terminated","Phase 2","Pentostatin/alemtuzumab regimen had greater risk of graft failure."
NA,"DB00087","Multiple Myeloma","C0026764","NCT00698685","Terminated","Phase 2","Pentostatin/alemtuzumab regimen had greater risk of graft failure."
"pantoprazole","DB00213","Congestive heart failure","C0018802","NCT00699361","Withdrawn","Phase 3","Study withdrawn for financial issues"
"exenatide","DB01276","Diabetes Mellitus","C0011849","NCT00701935","Terminated","Phase 2","Enrollment was much slower than anticipated, leading to a decision to terminate the study early
    for enrollment futility."
NA,"DB00331","Diabetes Mellitus","C0011849","NCT00701935","Terminated","Phase 2","Enrollment was much slower than anticipated, leading to a decision to terminate the study early
    for enrollment futility."
"bisoprolol","DB00612","Heart failure","C0018801","NCT00702156","Terminated","Phase 2","Inadequate patient recruitment"
"paclitaxel","DB01229","Non-Small Cell Lung Carcinoma","C0007131","NCT00702572","Terminated","Phase 1","Low Enrollment"
NA,"DB02546","Non-Small Cell Lung Carcinoma","C0007131","NCT00702572","Terminated","Phase 1","Low Enrollment"
NA,"DB00958","Non-Small Cell Lung Carcinoma","C0007131","NCT00702572","Terminated","Phase 1","Low Enrollment"
NA,"DB00112","Non-Small Cell Lung Carcinoma","C0007131","NCT00702572","Terminated","Phase 1","Low Enrollment"
"bevacizumab","DB00112","Retinopathy of Prematurity","C0035344","NCT00702819","Terminated","Phase 1","Low enrollment due to the stringent enrollment criteria. Unable to answer study questions"
"quetiapine","DB01224","Schizophrenia","C0036341","NCT00704509","Terminated","Phase 3","Interim analysis showed inadequate efficacy of bifeprunox"
"donepezil","DB00843","Alzheimer's Disease","C0002395","NCT00704782","Terminated","Phase 2","The study was halted after a Phase 3 study of dimebon failed to show efficacy."
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT00706953","Withdrawn","Phase 2",NA
NA,"DB00997","Multiple Myeloma","C0026764","NCT00706953","Withdrawn","Phase 2",NA
"erlotinib","DB00530","Non-Small Cell Lung Carcinoma","C0007131","NCT00707252","Terminated","Phase 1","Phase II not initiated due to cancellation of supply of Poly E by collaborator."
"clofarabine","DB00631","Leukemia, Myelomonocytic, Chronic","C0023480","NCT00708721","Terminated","Phase 1/Phase 2","Data analysis revealed sufficient data for safety and efficacy"
"donepezil","DB00843","Alzheimer's Disease","C0002395","NCT00713765","Terminated","Phase 1","Ended prematurely - The trial never commenced."
"methotrexate","DB00563","Rheumatoid Arthritis","C0003873","NCT00717808","Withdrawn","Phase 1","Due to unforeseen circumstances this study will not now start."
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT00718640","Terminated","Phase 2","Study stopped due to lagging enrolment."
NA,"DB01234","Multiple Myeloma","C0026764","NCT00718640","Terminated","Phase 2","Study stopped due to lagging enrolment."
"estradiol","DB00783","Hidradenitis Suppurativa","C0162836","NCT00722800","Terminated","Phase 2","Poor recruitment"
NA,"DB00977","Hidradenitis Suppurativa","C0162836","NCT00722800","Terminated","Phase 2","Poor recruitment"
"pioglitazone","DB01132","Diabetes Mellitus","C0011849","NCT00722917","Terminated","Phase 2","Animal Toxicity Findings"
"iloprost","DB01088","Pulmonary arterial hypertension","C2973725","NCT00723554","Terminated","Phase 3","sponsor's decision"
"ceftibuten","DB01415","Pyelonephritis","C0034186","NCT00724256","Terminated","Phase 3","other upcoming studies; patients refusal of invasive follow up (DMSA)"
"mifepristone","DB00834","Depressive disorder","C0011581","NCT00725270","Terminated","Phase 2/Phase 3","Lack of funding."
"ranibizumab","DB01270","Age related macular degeneration","C0242383","NCT00726466","Withdrawn","Phase 1","Lack of recruitment"
"bortezomib","DB00188","Multiple Myeloma","C0026764","NCT00726869","Terminated","Phase 1","Enrollment has been halted"
"ranibizumab","DB01270","Glaucoma","C0017601","NCT00727038","Withdrawn","Phase 1/Phase 2","Company withdrew funding/sponsorship"
"esomeprazole","DB00736","Gastroesophageal reflux disease","C0017168","NCT00730665","Terminated","Phase 2","This study has been placed on clinical hold by the sponsor due to operational reasons."
NA,"DB00338","Gastroesophageal reflux disease","C0017168","NCT00730665","Terminated","Phase 2","This study has been placed on clinical hold by the sponsor due to operational reasons."
"adalimumab","DB00051","Pyoderma Gangrenosum","C0085652","NCT00730717","Withdrawn","Phase 2",NA
"fingolimod","DB08868","Multiple Sclerosis, Primary Progressive","C0751964","NCT00731692","Terminated","Phase 3","The extension study was terminated early after the results of the core study showed the study
    did not meet primary endpoint; confirmed disability progression"
"adalimumab","DB00051","Sarcoidosis","C0036202","NCT00731757","Withdrawn","Phase 2",NA
"pemetrexed","DB00642","Non-Small Cell Lung Carcinoma","C0007131","NCT00732303","Terminated","Phase 2","Study terminated due to withdrawal of pharmaceutical funding"
"olanzapine","DB00334","Schizophrenia","C0036341","NCT00734435","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
NA,"DB00909","Schizophrenia","C0036341","NCT00734435","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
"olanzapine","DB00334","Schizoaffective Disorder","C0036337","NCT00734435","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
NA,"DB00909","Schizoaffective Disorder","C0036337","NCT00734435","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
"temozolomide","DB00853","Glioblastoma Multiforme","C1621958","NCT00734864","Withdrawn","Phase 1","Study drug supplier withdrew support for the study. Study was withdrawn from the Duke IRB."
NA,"DB01254","Glioblastoma Multiforme","C1621958","NCT00734864","Withdrawn","Phase 1","Study drug supplier withdrew support for the study. Study was withdrawn from the Duke IRB."
"gabapentin","DB00996","Pain","C0030193","NCT00735124","Terminated","Phase 2/Phase 3","Changes to surgical practices led to the loss of eligible patients"
"irinotecan","DB00762","Glioblastoma Multiforme","C1621958","NCT00735436","Terminated","Phase 2","Study enrollment was halted due to slow accrual."
NA,"DB00112","Glioblastoma Multiforme","C1621958","NCT00735436","Terminated","Phase 2","Study enrollment was halted due to slow accrual."
NA,"DB00262","Glioblastoma Multiforme","C1621958","NCT00735436","Terminated","Phase 2","Study enrollment was halted due to slow accrual."
"ramipril","DB00178","Atrial Fibrillation","C0004238","NCT00736294","Terminated","Phase 3","Difficulty to include patients"
NA,"DB14208","Atrial Fibrillation","C0004238","NCT00736294","Terminated","Phase 3","Difficulty to include patients"
"docetaxel","DB01248","Non-Small Cell Lung Carcinoma","C0007131","NCT00738387","Terminated","Phase 3",NA
"abatacept","DB01281","Sarcoidosis","C0036202","NCT00739960","Terminated","Phase 2","Funding has been pulled"
"atorvastatin","DB01076","Hypercholesterolemia","C0020443","NCT00741715","Terminated","Phase 3","AVE5530 in hypercholesterolemia was stopped due to insufficient efficacy"
"metronidazole","DB00916","Bacterial Vaginosis","C0085166","NCT00741845","Terminated","Phase 3","Terminated for site documentation and monitoring issues - not safety, study drug, or adverse
    event issues."
"varenicline","DB01273","Schizophrenia","C0036341","NCT00743847","Withdrawn","Phase 2",NA
"ursodiol","DB01586","Primary Biliary Cholangitis","C0008312","NCT00746486","Terminated","Phase 3","Study stopped based on the recommendation of the IDMC after a planned Interim Analysis"
NA,"DB01222","Primary Biliary Cholangitis","C0008312","NCT00746486","Terminated","Phase 3","Study stopped based on the recommendation of the IDMC after a planned Interim Analysis"
"etoricoxib","DB01628","Pain","C0030193","NCT00746720","Terminated","Phase 2","Patient recruitment difficulties"
"etoricoxib","DB01628","Pain, Postoperative","C0030201","NCT00746720","Terminated","Phase 2","Patient recruitment difficulties"
"buspirone","DB00490","Heart failure","C0018801","NCT00746954","Terminated","Phase 3","Patient recruitment and Funding inadequate to finish trial"
NA,"DB00819","Heart failure","C0018801","NCT00746954","Terminated","Phase 3","Patient recruitment and Funding inadequate to finish trial"
"indomethacin","DB00328","Patent ductus arteriosus","C0013274","NCT00750581","Terminated","Phase 2/Phase 3","Study medication was no longer available for study"
"amoxicillin","DB01060","Pyelonephritis","C0034186","NCT00752375","Withdrawn","Phase 3","No participants"
NA,"DB00698","Pyelonephritis","C0034186","NCT00752375","Withdrawn","Phase 3","No participants"
NA,"DB01015","Pyelonephritis","C0034186","NCT00752375","Withdrawn","Phase 3","No participants"
NA,"DB00440","Pyelonephritis","C0034186","NCT00752375","Withdrawn","Phase 3","No participants"
"reboxetine","DB00234","Fibromyalgia","C0016053","NCT00754221","Terminated","Phase 3","This study has been terminated early as the esreboxetine development program is being
    discontinued. There are no safety or efficacy concerns."
"azithromycin","DB00207","Blepharoconjunctivitis","C0005743","NCT00754949","Withdrawn","Phase 3",NA
NA,"DB01234","Blepharoconjunctivitis","C0005743","NCT00754949","Withdrawn","Phase 3",NA
"trastuzumab","DB00072","Non-Small Cell Lung Carcinoma","C0007131","NCT00758134","Terminated","Phase 2","Insufficient accrual"
"apomorphine","DB00714","Parkinson Disease","C0030567","NCT00758368","Withdrawn","Phase 2","Inadequate support to conduct the study"
"fluoxetine","DB00472","Obsessive-Compulsive Disorder","C0028768","NCT00758966","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
NA,"DB00704","Obsessive-Compulsive Disorder","C0028768","NCT00758966","Terminated","Phase 2","Sponsor Decision- Financial Considerations"
"glibenclamide","DB01016","Diabetes Mellitus","C0011849","NCT00759720","Terminated","Phase 3","Potential hepatic safety signal"
"domperidone","DB01184","Gastroparesis","C0152020","NCT00760461","Terminated","Phase 2","Enrolled subjects were unable to receive drug from dispensing pharmacy."
